Professor_ID,Avg_Rating,Total_Ratings,Professor_Name,Department,Would_Take_Again,Avg_Difficulty
2198531,3.8,8,Bryan Murray,Geology,63%,3.5
2600874,5,7,Jeffrey Roy,Education,100%,1.1
2859735,4.8,4,Lewis  Luartz,Political Science,100%,2.5
3043253,3,4,Fang Hu,History,25%,3.5
2682652,4.5,4,Seyed Tabaei,Management,100%,3.3
1114857,2.8,57,Lorena Turner,Communication,37%,3.2
819853,3.8,38,Melanie Davis,Communication,76%,3.5
2296680,2.9,32,Scott Galloway,Philosophy,38%,3.8
766388,4.1,30,Zakaria Naiyer,English,96%,2.3
2259187,3.1,22,Marry Jones,Biology,46%,3
2263860,3.7,21,Silviana Munayco,Mathematics,72%,3.5
715421,3,21,Jay Barry,Chemistry,50%,3
2647317,2.9,18,Amar Raheja,Computer Science,62%,4.2
2450674,3.4,18,Mohamed Ibrahim,Computer Science,56%,2.4
2731863,4.7,17,Steve Steve deWalden,Communication,89%,1.9
2550394,4.8,16,Edward Garcia,Finance,100%,3.4
2613871,4.3,16,Ionela Munayco,Mathematics,82%,3.3
2741750,5,9,Jack Beckley,Health Science,100%,1
2980353,4,7,Younghwan  Kim,Mathematics,86%,3.1
1826095,3.4,7,John Caine,Mathematics,67%,4
2726893,4.3,6,Yizhe Chang,Engineering,100%,2.5
2991621,5,3,Jake Wachtel,Theater,100%,1.7
3035321,5,2,Cervantes Lee,Business,100%,3
3045207,5,1,Jason Saleh,Computer Science,100%,1
2687117,3,38,Qichao Dong,Computer Science,58%,3.3
2290529,2.9,34,Karlyn Griffith,Art History,42%,4.1
2664670,3.1,7,Roberto Sheinberg,Architecture,43%,3.7
2616922,2.2,6,Jacquelyn Trejo,Business,50%,1.8
2448252,3.2,49,Monica Montes,Biology,56%,3.4
2699061,4.4,5,Erin Pratt,Engineering,100%,3.2
2992178,4,3,joshua herzler,Biology,67%,2
1725158,4.5,61,Jay Windley,Mathematics,95%,2.4
2088929,4.1,31,Padmapriya Gollapudi,Economics,80%,3
126933,2.9,29,Lan Yang,Computer Science,55%,3.5
1294077,2.9,18,Steve Alas,Biology,47%,4.1
2911973,4.6,8,Mingyan Xiao,Computer Science,100%,2
2955266,3.2,5,Scott Reimers,Urban & Regional Planning,40%,3.8
2694601,4.3,4,So-Ra Baek,Urban & Regional Planning,100%,2.5
3067427,5,1,Jingwen Zhang,Business,100%,1
3040144,5,1,Xijing Li,Geography,100%,3
2827414,4.8,5,Amanda Newhall,Social Work,100%,3.6
2150918,4.9,40,Kathleen Earle,Agriculture,100%,2.2
2486964,3.2,29,Katie Horvath,Agriculture,56%,2.6
812332,4.4,13,Wei Bidlack,Veterinary Sciences,88%,1.9
2580073,2,4,Joshua Chin,Computer Information Systems,25%,4.5
2692902,3.7,38,Andrew Steele,Biology,61%,4.1
1809987,2.6,21,Libo Sun,Marketing,35%,4.1
2497653,2.5,21,Timothy Kohut,Design,39%,3.9
2940671,3.3,9,Alejandra Hormaza-Mejia,Engineering,78%,3.1
2821505,4.4,5,Sekani Robinson,Sociology,80%,3.2
2871489,4.8,4,Deogratius  Mshigeni,Sociology,100%,1.5
3038809,3,2,Francisco Beltran,History,50%,4
77616,4.4,41,Ann Phong,Fine Arts,95%,3.4
2121347,2.9,29,Dianne Trinh,Agriculture,42%,2.9
2469126,4.3,22,Chelsi Dimm,Agriculture,82%,2.3
2284841,3.5,15,Wajeeha Young,Health Science,67%,2.1
657812,3.2,13,Francis Flores,Chemistry,56%,4.6
2875771,5,6,Jian Lee,Design,100%,2.8
892015,2.2,57,Jill Shirley,Mathematics,19%,3.7
749350,4.3,21,Dale Turner,Philosophy,89%,2.7
2097037,3.9,20,Kelly McCoy,Chemistry,80%,3.6
2644672,3.3,18,Erica Hummel,Chemistry,45%,4.2
2245380,3.2,13,Peng Sun,Chemistry,54%,3.9
3025540,1.3,9,Daniel Sebastian,Biology,12%,4.8
2704467,4,8,Kathryn Doiron,Psychology,63%,2.4
2842496,5,7,John Morton,Management,100%,2.3
2945275,3,5,Yuanxiang (Ansel) Zhao,Biology,40%,3.8
768731,2.8,37,Steve Boddeker,Physics,27%,3.4
1730321,1.4,31,Lin Tan,Finance,10%,4.3
2655062,1.6,24,Monica Palomo,Engineering,17%,4.5
2591703,4.8,22,Sophia Shahin,Science,96%,1.8
2607745,4.4,11,Patricia Holley,Agriculture,82%,2
2767992,5,3,Joseph Alas,Biology,100%,1
2451343,5,50,John Cook,Business,98%,3.1
2548537,2.1,26,Ayana Jamieson,Ethnic Studies,20%,3.3
2509806,4.7,26,Teresa Delfin,Anthropology,93%,1.6
656773,3.7,26,Hovel Babikian,Engineering,60%,3.4
2628207,3.9,14,Dina Abdul Karim,Urban & Regional Planning,79%,3.3
2464266,3.8,11,Leandro Recova,Mathematics,73%,3.4
2834235,4.6,5,Philip Graulty,Music,100%,1.8
3025541,4.8,4,Lucas Krusinski,Agriculture,100%,1.3
2867425,1.3,3,Jeffery  Robbins,Mathematics,0%,3.7
963960,2.6,31,Alison Pearlman,Art History,27%,3.6
2935927,4.5,18,Valerie Sky,English,95%,2
2748016,2.7,11,Andrew Aleman,Sociology,46%,3.1
702885,4.2,10,David Hylton,Graphic Arts,75%,2.7
2946847,3.7,6,Ana Santiago,Mathematics,67%,2.8
2618078,4,5,Khara Cloutier,Design,80%,3
2850624,4.3,4,Matthew Rose,Graphic Arts,75%,2.5
3017697,3,2,Michael Caliguri,Business,50%,2
673722,3.8,63,Patricia Worsham,Management,65%,3.2
784410,3.9,48,David Chadd,Philosophy,59%,3.1
2411596,3.5,35,Tarek Elsharhawy,Engineering,55%,2.7
1093583,2.2,25,Jefferey Garland,Mathematics,20%,4
2411607,4.7,20,Brittney Crawford,Biology,95%,1.6
2281341,4.5,18,Craig Hoover,Biology,84%,2.1
2645072,3.4,17,Mikhail Gershfeld,Engineering,36%,4.2
2551143,1.7,14,Yachin Lee,Design,22%,3.6
3034050,3,2,Mackenzie  Pekary,Biology,50%,4
3034833,3,1,Hamed Khalkhali,Engineering,0%,2
2098193,4.7,33,Brian Foster,Ethnic Studies,100%,2.1
2590211,2.1,30,Tatiana Basanez,Psychology,27%,4.1
1176012,2.5,24,Campbell Dinsmore,Mechanical Engineering,34%,3.2
2560355,4.9,23,Jessica Perez,Engineering,100%,2
2833533,3.1,17,Maryam Pishgar,Computer Information Systems,59%,2.2
2940606,1.9,14,Elvira Trabanino,Engineering,22%,2.1
2557464,4.5,13,Stephen James,Anthropology,93%,1.7
2788869,4.6,8,Frederick Mitri,Engineering,100%,2.5
2994393,5,7,Erik Ebrahimi,Electrical Engineering & Computer Science,100%,2.6
2411456,2.9,7,Paul Knopf,Education,43%,2.4
2909494,5,5,Margarette Bajar,Mathematics,100%,3
2926626,5,5,Sunai Kim,Engineering,100%,3.2
3016669,1,3,Sandy  Dixon,Ethnic Studies,0%,2.3
3030036,3,2,Siyu  Li,Physics,50%,3.5
2885407,4,2,Anne Danis,Anthropology,50%,3.5
3065150,5,1,Abe Mckenna,Engineering,100%,1
2228972,2.7,77,Bonnie Thorne,Psychology,32%,4.2
1115057,4.3,59,Gwendolyn Dolske,Philosophy,73%,2.5
2239097,4.4,55,Joshua Dean,Political Science,88%,2.7
2055435,4.9,51,Phyllis Hosey,Science,100%,1.3
2308627,3.4,41,David DeVore,History,54%,3.6
541934,4.4,34,Rebecca Franko,Communication,89%,2.5
672387,3.4,33,Ali Ahmadi,Engineering,60%,4
2653329,1.8,25,Jeffery Garland,Mathematics,16%,3.6
1182000,3.3,24,Raymond Kampf,Graphic Arts,50%,3.9
2655058,3.5,21,Seema Shah-Fairbank,Engineering,62%,3.5
2230765,3.5,21,Qing Ryan,Physics,62%,3.8
1359561,4.7,20,Mehrdad Haghi,Engineering,100%,2.9
1750827,4.6,18,Fei Kang,Accounting,100%,2.7
2620421,4.3,15,Shant Danielian,Engineering,80%,3.4
2354102,3.6,13,Elmira Jannati,Education,70%,2.2
2386462,3.2,13,Joseph Tran,Engineering,39%,4.3
1995498,2.8,12,Jillian Cannons,Mathematics,72%,4.2
2559703,4.5,12,Nian Lee,Accounting,92%,3.4
2631781,4.9,12,Hyeryung Hwang,English,100%,1.8
2488848,4.8,11,Ryan Shiotsuki,Music,100%,1.4
2389296,4.6,11,Nicole Lambrou,Urban & Regional Planning,91%,2.7
2380084,2.9,10,Anthony Acock,Graphic Arts,30%,4.7
2529049,2.5,10,Shawnika Johnson,Urban & Regional Planning,40%,3.3
2702138,2.3,4,Behnam Bahr,Engineering,50%,2.5
2702401,3.8,4,Shinji (Jason) Nishiyama,Accounting,75%,2.3
2869341,4,3,Kourosh Nouri,Engineering,100%,1.7
2793320,2.5,2,Eden Haywood-Bird,Education,50%,4
2518312,4.5,2,Jorge Botana,Physics,100%,3
2969027,5,2,Xiang Ao,Psychology,100%,2
3064596,5,1,Annie Song,Education,100%,2
116513,4.7,39,Jeffery Guyse,Business,97%,3.4
2966457,4.9,32,Nir Regev,Engineering,100%,2.8
2171761,4,27,Tingting Chen,Computer Science,82%,3.3
631534,3.2,26,Namakkal Balakrishnan,Technology & Operations Mgmt,56%,3.1
329189,2.4,26,Zekeriya Aliyazicioglu,Engineering,45%,3.4
2215168,4.3,25,Ivan Ventura,Mathematics,84%,3.7
2560846,4.5,19,Sharonda Bishop,Business,90%,1.7
2269889,1.5,18,Amir Massoudi,Engineering,6%,3.8
617088,3.6,17,Alex Pang,Architecture,75%,3.2
768744,4.8,16,Victor Okhuysen,Engineering,100%,2.6
2123411,4.3,14,Katherine Gasdaglis,Philosophy,77%,3.1
2495865,3.3,13,Aspet Gharakhanian,Engineering,62%,3.9
1885345,3.4,12,Hussain Zaidi,Computer Science,64%,2.2
2497650,4.2,11,Pawan Tomkoria,Finance,82%,3.9
2700888,3.5,11,Alberto Salamanca,Engineering,55%,3.6
2790758,3,4,Son Nguyen,Engineering,50%,4
995788,4.9,83,Jack Fong,Sociology,100%,3
2080059,2.2,37,Frank Chandler,Engineering,37%,3.6
796488,3.3,36,Linda Reardan,Philosophy,50%,2.7
2482897,4.9,32,Pablo Torres,Sociology,97%,1.3
2372423,1.7,31,David Gershman,Computer Science,17%,4.5
2443981,4.1,28,Andrew Pagnon,Engineering,83%,4
2385460,2.8,25,Rosa Vasconez,Engineering,32%,3.6
1029259,2.3,21,Hong Pak,Accounting,24%,4.3
2692354,3.3,18,Philippe Duhart,Sociology,56%,3.6
2559421,2.9,17,Elizabeth Scordato,Biology,42%,3.7
2697275,3.3,10,Alyssa Young,Geology,60%,3.4
2740843,4.4,7,Xu Yang,Agriculture,86%,3.3
3004840,5,6,Stephanie  Jacobo,Ethnic Studies,100%,2
2881313,4.5,6,Alejandro Zermeno,Sociology,84%,1.8
2670475,4.8,5,Thomas Bryant,Theater,100%,1.6
2757624,5,3,Danielle Garland,Biology,100%,2.3
3063686,1,1,Zachary Groenewold,Theater,0%,4
2117668,3.7,35,Judith Fusco,Physics,71%,3.1
58096,4.6,27,Susan Siaw,Psychology,95%,2.3
2468300,4.6,24,Felipe Perez,Engineering,88%,3.1
2384577,4.7,23,Charles Bennett,Information Science,92%,1.9
2352103,4.8,15,Lily Nguyen,Agriculture,100%,1.9
2810979,4.1,15,Rianna Hernandez-Thorn,Biology,80%,2.7
2220305,5,12,Peter Hii,Accounting,100%,2.7
1703116,3.9,11,Frank Bryant,Marketing,67%,3.1
2660128,3.9,10,Dragos Andrei,Engineering,70%,2.5
2703101,3.6,9,Jeffrey Marshall,Geology,78%,3.4
2566192,5,4,Ted Bistline,Business,100%,2.3
664986,4.2,92,Joelle Opotowsky,Chemistry,80%,2.5
72815,4.1,58,Hoon Kim,Mathematics,76%,2.6
309204,3.1,46,Lianlian Lin,Management,57%,2.5
2399448,4.2,44,Holly Hart,Communication,73%,2.6
2384661,4,32,Nathan Wagner,Chemistry,79%,2.6
1965005,1.9,31,William Davis,Engineering,23%,4.5
2236905,4.4,27,Ondieki Gekara,Agriculture,93%,2.5
1972015,3.3,19,Hatim Mouissa,Business,50%,3
2467201,4.1,18,Rui Hayashi,Mathematics,78%,3.3
2499046,3.4,17,Alexander Ortenberg,Architecture,59%,3.5
2091661,2.8,11,Juintow Lin,Architecture,46%,3.1
664177,4.5,8,Pablo Laroche,Architecture,100%,2.9
1795276,2.6,8,Dennis Fitzgerald,Engineering & Computer Science,50%,3.5
2618510,3.9,7,Richard Molina,Architecture,72%,3.6
3014368,4.3,3,Emily Barrett,Music,100%,1.3
2893223,3.5,2,German Aparicio,Architecture,100%,1.5
2280571,1,2,Massoud Moussavi,Engineering,0%,4.5
2683383,3.9,22,Liviu Oniciuc,Engineering,69%,3.3
1879418,1.6,11,Rennie Tang,Landscape Architecture & Regional Planning,12%,3.6
2331191,3.5,8,Hilary Haakenson,English,38%,3.1
2973065,2.3,4,Giulia  Amoresano,Architecture,25%,3.8
2926593,5,3,Sahar  Derakhshan,Geography,100%,2
508247,4.6,83,Nancy Merlino,Agriculture,93%,2.5
352796,3.2,70,Hassan Kasfy,Mathematics,52%,3.6
15572,4.8,33,John Lloyd,History,100%,1.9
1724086,2.7,24,Callie Burnley,Business,32%,2.9
2413952,4.6,11,Abishek Tiwari,Urban & Regional Planning,82%,2.3
2560354,2.8,6,Pejman Akbari,Engineering,67%,3.3
3005263,4.2,5,Michael Caliguiri,Business,60%,4
2804198,5,4,Daniel Van Blerkom,Engineering,100%,3.3
3061068,5,1,Nick Hopson,Architecture,100%,3
3061152,5,1,Samantha Sudoko,Biology,100%,1
1487309,4.7,83,Nathan Iverson,Biology,87%,2.9
1754371,3.4,41,Dorothy Farias,Agriculture,46%,3.2
662396,4.1,37,Hubertus Von Bremen,Mathematics,72%,3.1
2451092,4.3,35,Simon Kern,Communication,86%,3.1
2437593,3.6,30,Daniel Macias,Computer Information Systems,64%,3.4
1106034,2.6,23,Meng-Lai Yin,Engineering,43%,3.4
2585352,4.4,19,Artour Aslanian,Political Science,85%,2.5
2527099,3.8,17,Hong-Sune Chiang,Engineering,77%,2.7
2351636,4.3,14,Kang Sung,Communication,79%,3.1
1451596,3.4,13,Lise Helene Smith,English,40%,3.9
2231352,3.1,13,Andrea Smith,Communication,54%,3.3
2499049,3.6,9,Shu Shang,Law,67%,3.1
2857215,5,8,Gyasmine George-Williams,Physical Education,100%,1.9
2829357,5,4,Sal Gutierrez,Biology,100%,1.8
3036811,3.5,4,Theodore De Santos,Mathematics,100%,2.3
2913737,5,2,Victor  Celaya,Science,100%,1.5
3025539,5,2,Rachel Le,Biology,100%,2
3055444,5,1,Jairo Ospina,Business,100%,4
3054887,5,1,Liang Sun,Finance,100%,4
3060457,3,1,Annette Koh,Architecture,100%,2
3060148,5,1,Cailin Kuchenbecker,Communication,100%,2
3058000,5,1,Kate Jensen,English,100%,2
1244034,3.9,50,Rennard Piamonte,Mathematics,77%,3
2524509,2.2,46,John Kufta,Physics,33%,4
2525460,3.3,28,Jill Miller,Computer Information Systems,58%,2.7
2558627,2.5,21,Christopher Dean,Mathematics,39%,4.1
2180342,4.7,20,Anas Eddin,Engineering,90%,3.4
895416,3.3,19,Liam Corley,English,45%,3.6
2741862,2.8,15,Marjan Orang,Computer Information Systems,54%,2.5
790025,3.8,14,Carlos B. Gonzalez,Management,60%,1.9
2229307,4,9,Norali Pernalete,Engineering,78%,3.1
2793848,4.6,8,Paul Long Lee,Business,88%,2.4
3048008,4.5,4,Belgazem Al-Azem,Mathematics,75%,2
2627975,4.5,4,Francie Mercer,Biology,75%,3.3
3059445,5,4,Eshwar Ravinshakar,Agriculture,100%,1.8
3026394,1.3,3,Shourjya Majumder,Biology,0%,4
3057370,5,1,Peter Kagey,Mathematics,100%,3
515721,4.1,58,Mohammad Izadi,Engineering,79%,3.7
636198,3.9,26,Kevin Anderson,Engineering,93%,4
1106036,2.3,21,Ronald Delaura,Engineering,32%,3.7
2322811,3,18,Alex John,Chemistry,45%,3.7
2109892,4.3,13,Darren Gravelle,Music,92%,3.1
2572891,4.8,13,Donna Ghalamboor,Engineering,100%,2.9
2777522,2.9,10,Ruth Guthrie,Computer Information Systems,60%,3.1
1661238,3.7,7,Metzker Andrea,Kinesiology,80%,1.4
2930251,5,7,Graham Odell,Political Science,100%,1.6
2723125,3.9,7,Suryanarayanan Gurumurthi,Business,86%,2.4
2887785,5,5,Mark Middlebrook,Business,100%,3
2715040,3,3,Min Kim,Engineering,67%,3
3031819,4.5,2,Gerald Ponder,Engineering,100%,1
3058793,5,1,Nicole Turner,Agriculture,100%,1
3039961,5,1,Brian Johnson,Mathematics,100%,3
3059136,5,1,Matthew  Bradbury,Engineering,100%,2
1539452,2,33,Jae Jung,International Bus. & Marketing,27%,3.6
2452354,2.7,16,Cheryl King,Geography,32%,2.9
2383471,3.1,15,Linchi Kwok,Hospitality,47%,3.1
2097122,3.8,14,David Contreras,Languages,75%,1.9
2237121,3.2,13,Tarique Hossain,Marketing,62%,3.5
2884368,4.3,8,Marco Maggia,Engineering,75%,3.8
2957854,4.5,4,Yuka Nishikawa,Finance,75%,2
2896521,4,4,Steven Nanning,Engineering,100%,2
3035262,2.5,2,Sean Liu,Chemistry,0%,4.5
2599134,2.5,2,Sandra Vazquez,Anthropology,50%,1
779189,2,60,Floyd Klavetter,Chemistry,24%,4.4
2507513,4.5,31,Hien Nguyen,Economics,88%,2.8
540064,3.3,25,Carsten Lange,Economics,50%,2.4
2407454,2.2,25,Sean Jasso,Management,20%,4.2
2115720,3,23,Saadia McLeod,Psychology,48%,3.7
2352178,3.1,22,Steven Cote,Business,55%,3.7
2586983,5,21,Rhonda Rodgers,Psychology,100%,2.5
2652416,3.6,16,Myonjee Yoo,Hospitality,50%,3.1
2320552,3.9,16,Michi Fu,Psychology,88%,2.1
2496620,4.8,12,Rachel Baumsteiger,Psychology,92%,2.2
2697832,4.5,11,Hossain Ghaffari,Engineering,91%,2.9
1800766,3.3,10,Patrick Lee,Hospitality,43%,3.2
2869528,2.4,8,Rachal Burton,English,50%,3.3
2587377,1.7,7,Makalerina Tambunan,Accounting,15%,3.4
858667,3.2,6,Liliane Fucaloro,English,40%,2.5
2939413,4.3,3,Dylan Southard,Film,100%,1
2610998,5,2,Kenneth Lamb,Engineering,100%,1
3035350,3,1,Maria Ortiz,Marketing,100%,3
237742,3.4,57,Jeff Cravello,English,52%,3.8
1486169,2.6,35,Edwin Rodriguez,Computer Science,56%,3.7
2408158,3.9,23,Ahmed Azam,Business,70%,3
2354109,1.6,18,Matthew Povich,Physics,12%,4.7
2624711,4,5,Frecia Gonzalez,Education,80%,1.8
3055935,5,2,Michael Ol,Engineering,100%,4
2517026,4.1,40,Abdelfattah Amamra,Computer Science,70%,3
2330775,4.2,26,Hui Shi,Computer Science,93%,3
1633439,3.6,22,Gerd Welke,Business,67%,3.7
1972661,1.2,9,Mohammad Danesh,Engineering,0%,3.8
2638659,5,8,Karen Trujillo,English,100%,2
2719025,4.7,6,Hamhee Jeon,Electrical Engineering & Computer Science,100%,2.2
2836562,5,1,Sooyun Im,Design,100%,2
1139844,2.7,42,Tarique Hossain,International Bus. & Marketing,42%,3.5
715819,4.6,40,Amber Rosin,Mathematics,82%,3.1
2379715,2.6,32,Marie Lamothe,Psychology,38%,3.9
2110852,2.4,27,Carrie Carmody,Psychology,35%,4.4
1922925,4.4,25,Viviane  Seyranian,Psychology,82%,2.6
2720128,1.8,9,Honggang Wang,Business,23%,4.1
3041487,4.5,2,Destiny Rojas,Biology,100%,2.5
2965288,5,1,Liam Sullivan,Chemistry,100%,3
2343477,4,25,Chris Sanchez,Mathematics,84%,2.9
2264180,4.8,17,Xuguang Guo,Business,100%,1.9
2629442,4.9,13,Jose Martinez,Mathematics,100%,2.4
1992761,3.5,17,Marc Scarcelli,Political Science,62%,3.9
2529270,4.4,9,Peg Lamphier,Religion,78%,2
2877930,5,7,Reginald Agunwah,Engineering,86%,2.7
2888012,1.2,6,Ilaria Mazzoleni,Architecture,0%,3.8
73924,4.4,61,Ana Maria Maldonado,Music,83%,2.5
107117,1.5,36,Lisa Wang,Engineering,4%,4.3
2628237,4.7,23,David Johannsen,Computer Science,92%,2.1
126937,3.6,20,Gilbert Young,Computer Science,65%,2.7
2487764,2.3,19,Vickie Chan,Health Science,32%,3.4
2542022,3.8,18,John Korah,Computer Science,73%,2.9
2445803,2.9,17,Mercedes Vargas,Languages,53%,3.1
2312716,2.7,17,Mohammad Salehan,Business,48%,4.1
2726005,4.9,15,YuZhong Zhang,Biology,100%,1.6
2622456,4.9,11,Leanne Powers,Business,100%,2.2
2599237,4.4,8,Fadi Batarseh,Computer Information Systems,75%,3.4
2894996,5,7,Marcelo Bautista,Health Science,100%,1.1
2582294,4.9,7,Mehrdad Koohikamali,Computer Information Systems,100%,3.3
2870157,2,4,Steven Sandifer,Urban & Regional Planning,25%,2.3
2909752,4.7,3,Cindy Cheng,Computer Information Systems,100%,2.7
695000,4.2,31,Jose Juarez,Social Work,85%,2.6
2751936,4.7,7,Patrick Polk,Anthropology,86%,2.1
2936029,5,3,Owen  Williams,Hospitality,100%,1.7
2802332,4.7,3,David Juranich,Business,100%,2.3
2940073,4.7,253,Essam Abdelfattah,Agriculture,100%,2.4
957290,4.3,22,Rosanne Welch,History,78%,2.2
2382464,4.8,17,Juan Medina,Ethnic Studies,100%,1.3
2944182,4.9,56,Essam  Abdelfattah,Agriculture,99%,2.1
2586374,1.5,24,Luis Armendariz,Engineering,9%,2.9
2350914,4.6,19,Michael Kachingwe,Theater,95%,1.5
2350853,4.4,16,Chantal Van Esch,Management,82%,2.6
2433840,4.5,10,Guy Zimmerman,Education,90%,2.6
3018623,5,2,Matthew Renner,Criminal Justice,100%,1.5
1963314,4.3,38,Adam Stowell,Philosophy,79%,3.3
2419741,4,17,Anne Cawley,Mathematics,65%,3.7
1724084,4.2,19,Kevin Farmer,Business,82%,3.2
1905509,3.1,18,Indira Guzman,Computer Science,50%,2.2
2547047,4.7,6,Yingfei Chen,Languages,84%,2
3042337,5,1,Cassandra Horner,Business,100%,2
1939376,3.6,36,Lucy Liu,Biology,65%,2.2
176226,4.1,13,H. Gilli-Elewy,History,100%,2.9
825067,4.3,12,Bruce Brown,Economics,80%,2.8
3018840,3,3,Siddharth Banerjee,Engineering,67%,2.3
2265720,3,34,Julian Chavez,Chemistry,50%,3.9
2377741,3.5,18,Oscar Romero,Languages,67%,2.4
2266002,4.2,17,Esmeralda Vazquez De Diriye,English,77%,2.8
2654464,4.6,7,MinHyuk Kwon,Physical Education,86%,2.9
2927877,5,3,Marian  Aziz,Engineering,100%,1
3037156,5,2,Nicole  Reynolds,Biology,100%,3
967188,3.8,14,Kristen Conway-Gomez,Geography,67%,2.9
2981666,5,3,Nikita Campos,Mathematics,100%,3
3015774,5,2,Carlos  Urena,Engineering,100%,2
3036005,4,1,Dayue Jiang,Engineering,100%,2
2290548,4.5,14,Peter Hanink,Sociology,86%,2.6
2912220,4.7,3,Jeffrey Burke,Mathematics,100%,1.7
1822204,1.9,22,Nima Davarpanah,Computer Science,16%,4
2893244,2.8,8,Tammy Peters,Agriculture,38%,3.3
2910560,5,4,Javier  Ramirez,Agriculture,100%,1.5
2279365,3.9,9,Cesar Larriva,Education,67%,2.2
1751802,1.2,38,Barbara-Gill Mayberry,English,0%,4.6
2265411,3.2,33,Alyssa Bell,Biology,46%,3.5
2146600,4.8,6,Elizabeth Harrell,English,100%,2.2
2481809,2.6,21,Christine Song,Music,29%,3.7
3023045,2,1,Itzel Garcia,Philosophy,0%,2
2725036,5,3,Melissa Barragan,Criminal Justice,100%,2.3
2768878,4.7,3,Chris Crudo,Computer Information Systems,100%,2.3
2312945,2.5,16,Jeremy Hahn,Fine Arts,19%,4.1
3038520,4,3,Roman Avelar,Engineering,67%,2.3
2613874,1.7,22,Jungwon Mun,Mathematics,14%,4.3
2623156,2,19,Farouk Darweesh,Engineering,22%,2.9
2886992,4.6,17,Nicole Curtis-Brown,Engineering,100%,3.3
1470843,1.2,5,Chen Chuan-Chiang,Engineering,20%,4.2
2219682,3.1,12,Thomas Ketseoglou,Engineering,59%,3.6
1551110,3.8,12,Claudia Garcia-Des Lauriers,Anthropology,50%,2.8
2608751,4.8,5,Gabriel Granco,Geography,80%,3.4
2171915,4.4,25,Hao Ji,Computer Science,88%,2.5
2805040,3,10,Amy Owolabi,Mathematics,50%,4.1
869607,1.2,118,Martin Nakashima,Mathematics,3%,4.9
893266,4,35,Ben Miller,Mathematics,58%,4.1
2449168,3.2,25,Claudia Wainer,Architecture,56%,3.6
1995053,2.7,31,Candice Huynh,Management,52%,3.7
2781606,3.8,9,Jeff Burke,Mathematics,78%,2.9
2701953,2.9,15,Jaehoon Seong,ScienceEngineering,54%,4
2868326,5,4,David Juranich,Management,100%,2.5
2404427,2.1,23,Belarmina Richards,Business,27%,3.1
2505095,3.8,11,Michael McKail,Sociology,73%,2.6
874562,4.6,24,Joshua Miller,Communication,94%,2.6
868708,2.8,24,Yuanjie He,Technology & Operations Mgmt,32%,3.8
1261231,2,21,Ertan Salik,Physics,12%,4.3
2747972,5,11,Alexis Torres,English,100%,1.7
864508,4,9,Hong Xue,Engineering,89%,3
2021292,2.7,23,Jasmin Ilkay,Hospitality,48%,3.4
3035263,4,1,George Mariscal,Biology,100%,3
2085107,4.8,22,Gina Crome,Agriculture,100%,1.3
2626709,2.2,17,Jorge George Basilio,Mathematics,30%,3.8
2154541,3.1,22,Jorge Silva,Business,50%,3.4
2714254,2.2,11,Claudine Papillon,Apparel Merchandising,19%,3.3
2231578,4.4,8,Chie Ishihara,Business,75%,1.9
1691184,4.5,2,Frank Bryant,Business,100%,3
2118103,4.6,55,Sy Truong,Biology,93%,2.8
2362289,1.7,25,Karina Novoa,Mathematics,12%,4
1477827,4.3,19,Scott Boskovich,Engineering,89%,3.6
2873074,3.8,4,Leila Sayyadi,Mathematics,75%,4
2941461,4.3,7,Antoine  Si,Computer Science,86%,2.1
2939376,5,4,Jaymes Rombaoa,Psychology,75%,2.8
1142669,4.2,22,Erika Dejonghe,Psychology,70%,3.1
2702130,4.1,12,Michael Assumma,Business,84%,2.5
2828820,2.3,3,Sara Juarez,Education,34%,4
2950648,5,3,Anthony  Pena,Social Science,100%,2
2134490,3,20,Jessie Vallejo,Music,56%,3.3
2238054,2.6,33,Shohreh Abdolrahimi,Physics,34%,3.6
2248432,3.2,29,Jacob Moore,Business,52%,3.1
2626473,3,10,Marie Lamothe-Francois,Psychology,50%,3.7
2290009,2.7,9,Dianne Trinh,Science,45%,3.6
2528077,2.7,29,Christian Lopez,Sociology,49%,2.9
557590,3.8,13,Mohamed Rafiquzzaman,Electrical Engineering & Computer Science,70%,2.8
2466082,1.7,17,Hector Flores,Business,24%,4
3029520,1.5,2,Apruva Pande,Architecture,0%,4
3018638,5,4,Pasha Safarzadeh,Economics,100%,2.3
245633,3.9,14,Rich Kallan,Communication,50%,3.2
2698102,3.2,5,Wayne Snyder,Education,60%,2.8
1848293,3.5,29,Monica Prado,Mathematics,66%,3.5
2569254,2.9,14,Lourdes Abellera,Engineering,43%,2.4
2723853,5,9,Jennifer Hsia,Psychology,100%,2.7
2970034,1,1,Hongnhung Nguyen,Mathematics,0%,4
2212991,4.6,50,David Margolese,Chemistry,94%,2.7
2399027,4.1,8,Wei-Jen Lin,Biology,88%,3
1929891,2.1,8,Barry Lehrman,Landscape Architecture,25%,3.1
2679210,3.4,7,Megan Good,Marketing,58%,3.9
2354587,4.7,21,Alexandra Auslander,Biology,91%,2.2
2106857,3.1,21,Stacy Musgrave,Mathematics,53%,4.2
2714391,2.8,20,Huong Luu,Computer Science,45%,3.5
2665143,4.5,10,Lara Killick,Science,80%,3.5
1999697,5,4,Rickey Badua,Music,100%,1.8
2701734,4.9,9,Wesley Harijanto,Engineering,100%,2.2
